#CAMI Submission for Taxonomic Profiling

@@TaxID	SpeciesName	PERCENTAGE
2202141	Chromobacterium sp. IIBBL 112-1	0.000143625
2202000	Streptomyces sp. NEAU-S7GS2	0.000143625
2184053	Streptomyces sp. ZFG47	0.000143625
216946	Spiroplasma turonicum	0.000143625
216933	Spiroplasma chrysopicola	0.000143625
216778	Stenotrophomonas rhizophila	0.000143625
2135430	Streptomyces sp. P3	0.000143625
2133	Spiroplasma citri	0.000143625
2126553	Gramella sp. SH35	0.000143625
2126346	Streptacidiphilus sp. DSM 106435	0.000143625
2126319	Variovorax sp. PMC12	0.000143625
2126069	Pseudomonas sp. LBUM920	0.000143625
2123	Mycoplasma putrefaciens	0.000143625
2116702	Synechocystis sp. IPPAS B-1465	0.000143625
2111	Mycoplasma arthritidis	0.000143625
2108362	Lactobacillus sp. D1501	0.000143625
2099786	Ruegeria sp. NKC1-1	0.000143625
2094021	Streptomyces sp. WAC00288	0.000143625
208479	[Clostridium] bolteae	0.000143625
208439	Amycolatopsis japonica	0.000143625
2083052	Pseudomonas sp. SWI36	0.000143625
2082387	Mesorhizobium sp. Pch-S	0.000143625
2082193	Clostridiaceae bacterium 14S0207	0.000143625
2074	Pseudonocardia autotrophica	0.000143625
2073078	Pseudomonas sp. DTU12.3	0.000143625
2072505	Streptomyces sp. Go-475	0.000143625
2067572	Pseudomonas sp. NC02	0.000143625
206662	Streptomyces sp. FR-008	0.000143625
2065379	Paracoccus sp. CBA4604	0.000143625
2059672	Chromobacterium sp. ATCC 53434	0.000143625
2057808	Lacinutrix sp. Bg11-31	0.000143625
2057800	Actinomyces sp. 410	0.000143625
2057741	Bradyrhizobium sp. SK17	0.000143625
2048897	Rhizobium sp. NXC24	0.000143625
2045208	Massilia violaceinigra	0.000143625
2039166	Chryseobacterium sp. 6424	0.000143625
2033032	Aeromonas sp. CA23	0.000143625
2026799	Verrucomicrobia bacterium	0.000143625
2026	Thermoactinomyces vulgaris	0.000143625
2020486	Arthrobacter sp. YN	0.000143625
2020312	Rhizobium sp. CIAT894	0.000143625
2020311	Rhizobium sp. Kim5	0.000143625
2018305	Shewanella bicestrii	0.000143625
2018067	Pseudomonas sp. FDAARGOS_380	0.000143625
2015316	Bosea sp. AS-1	0.000143625
2014887	Herbaspirillum robiniae	0.000143625
2005885	Streptomyces sp. S063	0.000143625
200451	Pseudomonas poae	0.000143625
2001	Streptosporangium roseum	0.000143625
1987723	Cellvibrio sp. PSBB006	0.000143625
1986146	Desulfobulbus oralis	0.000143625
198467	Anoxybacillus gonensis	0.000143625
1972846	Streptomyces sp. Sge12	0.000143625
1971364	Halomonas sp. GT	0.000143625
196914	Actinoplanes friuliensis	0.000143625
1967665	Colwellia beringensis	0.000143625
1941347	Bacillus sp. 275	0.000143625
1940762	Nostocales cyanobacterium HT-58-2	0.000143625
1940610	Phreatobacter stygius	0.000143625
1940	Streptomyces albireticuli	0.000143625
1936081	Seonamhaeicola sp. S2-3	0.000143625
1936080	Winogradskyella sp. J14-2	0.000143625
1930532	Pseudomonas sp. CC6-YY-74	0.000143625
1930	Streptomyces scabiei	0.000143625
192812	Erythrobacter flavus	0.000143625
1920191	Delftia sp. HK171	0.000143625
1916	Streptomyces lividans	0.000143625
1914992	Streptomyces sp. DUT11	0.000143625
191495	Conexibacter woesei	0.000143625
190895	Vibrio rotiferianus	0.000143625
1907578	Lelliottia jeotgali	0.000143625
1906	Streptomyces fradiae	0.000143625
189426	Paenibacillus odorifer	0.000143625
1894	Kitasatospora aureofaciens	0.000143625
189381	Bacillus marisflavi	0.000143625
1891926	Fuerstia marisgermanicae	0.000143625
1891675	Pantoea alhagi	0.000143625
1891279	Thalassospira indica	0.000143625
1888195	Streptococcus himalayensis	0.000143625
1882682	Microvirga ossetica	0.000143625
1879023	Mycobacterium sp. djl-10	0.000143625
1878942	Candidatus Fukatsuia symbiotica	0.000143625
187145	Caldithrix abyssi	0.000143625
1869241	Nostoc sp. CENA543	0.000143625
1868135	Enterobacter sp. HK169	0.000143625
1866	Actinoplanes missouriensis	0.000143625
186189	Xylanimonas cellulosilytica	0.000143625
1855912	Luteitalea pratensis	0.000143625
1850526	Arachidicoccus sp. BS20	0.000143625
1850250	Rhodobacter sp. LPB0142	0.000143625
1848580	Hafnia sp. CBA7124	0.000143625
1837130	Bacillus sp. FJAT-14266	0.000143625
183417	Proteus hauseri	0.000143625
1833852	Desulfotomaculum ferrireducens	0.000143625
1827580	Streptomyces nigra	0.000143625
1827305	Stenotrophomonas sp. MYb57	0.000143625
1824	Nocardia asteroides	0.000143625
1816219	Colwellia sp. PAMC 21821	0.000143625
1807358	Stanieria sp. NIES-3757	0.000143625
1796616	Blautia sp. YL58	0.000143625
1788301	Pseudomonas versuta	0.000143625
1784714	Arcticibacterium luteifluviistationis	0.000143625
1783515	Streptomyces qaidamensis	0.000143625
1774273	Polaribacter vadi	0.000143625
1771	Mycolicibacterium phlei	0.000143625
1768108	Deinococcus actinosclerus	0.000143625
1763534	Flavobacterium crassostreae	0.000143625
1761453	Euzebyella marina	0.000143625
1761016	Paraburkholderia caffeinilytica	0.000143625
1759437	Serratia sp. YD25	0.000143625
1758178	Celeribacter ethanolicus	0.000143625
1752063	Fischerella sp. NIES-3754	0.000143625
1751286	Nostoc sp. NIES-3756	0.000143625
1750	Pseudopropionibacterium propionicum	0.000143625
1749259	Marinobacter sp. LQ44	0.000143625
1714860	Aquimarina sp. BL5	0.000143625
171437	Tistrella mobilis	0.000143625
171279	Mycoplasma anatis	0.000143625
1709477	Pseudoalteromonas sp. R3	0.000143625
1707785	Massilia sp. WG5	0.000143625
1703	Brevibacterium linens	0.000143625
1702325	Chelatococcus sp. CO-6	0.000143625
1695218	Paenibacillus sp. 32O-W	0.000143625
1694	Bifidobacterium pseudolongum	0.000143625
169283	Geobacillus lituanicus	0.000143625
1688404	Pseudonocardia sp. EC080610-09	0.000143625
1683	Bifidobacterium angulatum	0.000143625
1680158	Xanthomonas sp. ISO98C4	0.000143625
1674922	Labrenzia sp. CP4	0.000143625
1670800	Mesorhizobium oceanicum	0.000143625
167	Treponema succinifaciens	0.000143625
166486	Roseburia intestinalis	0.000143625
1654388	Staphylococcus schweitzeri	0.000143625
165096	Weissella koreensis	0.000143625
1650	Kurthia zopfii	0.000143625
1643	Listeria welshimeri	0.000143625
1642647	Proteiniphilum saccharofermentans	0.000143625
1639108	Chania multitudinisentens	0.000143625
1637853	Burkholderia sp. NRF60-BP8	0.000143625
1637837	Burkholderia sp. MSMB0266	0.000143625
1637831	Burkholderia sp. MSMB617WGS	0.000143625
1632864	Planctomyces sp. SH-PL14	0.000143625
1628753	Bacillus sp. LM 4-2	0.000143625
1619313	Erwinia gerundensis	0.000143625
1618207	Psychromicrobium lacuslunae	0.000143625
1618022	Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	0.000143625
1617448	Geminocystis sp. NIES-3709	0.000143625
1611770	Pseudomonas sp. MRSN12121	0.000143625
1608957	Euzebya sp. DY32-46	0.000143625
1608628	Candidatus Filomicrobium marinum	0.000143625
1608473	Acinetobacter sp. NCu2D-2	0.000143625
1579316	Halocynthiibacter arcticus	0.000143625
1570330	Bacillus sp. BH072	0.000143625
1564506	Rhodovulum sp. P5	0.000143625
1564	Desulfotomaculum ruminis	0.000143625
1563	Desulfosporosinus orientis	0.000143625
155978	Acaryochloris marina	0.000143625
155866	Weissella soli	0.000143625
155077	Cellvibrio japonicus	0.000143625
154	Spirochaeta thermophila	0.000143625
1538644	Sphingobacterium sp. ML3W	0.000143625
1538158	Rhizobium acidisoli	0.000143625
1537400	Aquitalea sp. THG-DN7.12	0.000143625
1536771	Paenibacillus sp. FSL R5-0912	0.000143625
152794	Corynebacterium efficiens	0.000143625
1526571	Lacimicrobium alkaliphilum	0.000143625
152260	Chloroflexus aggregans	0.000143625
1514105	Erysipelothrix larvae	0.000143625
1511761	Leuconostoc suionicum	0.000143625
1503054	Burkholderia stagnalis	0.000143625
1500686	Pseudomonas sp. Os17	0.000143625
150055	Streptococcus lutetiensis	0.000143625
1500254	Aneurinibacillus soli	0.000143625
1493	Clostridium cellulovorans	0.000143625
1492737	Flavobacterium gilvum	0.000143625
1490052	Anoxybacillus sp. B2M1	0.000143625
1484693	Rhodoferax saidenbachensis	0.000143625
1484116	Hymenobacter sp. PAMC 26554	0.000143625
1468409	Burkholderia sp. 2002721687	0.000143625
1462	Geobacillus kaustophilus	0.000143625
1446792	Bacillus sp. Pc3	0.000143625
1442032	Streptomyces sp. Z022	0.000143625
1437453	Streptomyces leeuwenhoekii	0.000143625
1424294	Geosporobacter ferrireducens	0.000143625
142	Borrelia turicatae	0.000143625
1416806	Bordetella genomosp. 8	0.000143625
1416614	Gloeobacter kilaueensis	0.000143625
141451	Oleiphilus messinensis	0.000143625
1409	Bacillus sp. (in: Bacteria)	0.000143625
1402861	Bacillus filamentosus	0.000143625
1400053	Bacteroidales bacterium CF	0.000143625
1394	[Bacillus] caldolyticus	0.000143625
1389192	Cupriavidus sp. USMAHM13	0.000143625
138563	Helicobacter cetorum	0.000143625
1385592	Burkholderia sp. BDU8	0.000143625
1376	Aerococcus urinae	0.000143625
1356852	Hymenobacter sp. APR13	0.000143625
1355330	Flavobacterium faecale	0.000143625
134537	Paraburkholderia fungorum	0.000143625
133924	Leisingera methylohalidivorans	0.000143625
1337936	Calothrix sp. 336/3	0.000143625
1331910	Thermogutta terrifontis	0.000143625
1331258	Bordetella pseudohinzii	0.000143625
1325107	Bradyrhizobium sp. CCBAU 51778	0.000143625
1324352	Chryseobacterium gallinarum	0.000143625
1316593	Capnocytophaga sp. oral taxon 864	0.000143625
1307763	Kiritimatiella glycovorans	0.000143625
1296	Staphylococcus sciuri	0.000143625
1295392	Photobacterium gaetbulicola	0.000143625
129338	Geobacillus subterraneus	0.000143625
1283291	Pseudomonas sp. URMO17WK12:I11	0.000143625
1280380	Synechococcus sp. KORDI-100	0.000143625
1273687	Mycobacterium sp. VKM Ac-1817D	0.000143625
1273132	Liberibacter crescens	0.000143625
1267021	Frischella perrara	0.000143625
1265445	Chryseobacterium camelliae	0.000143625
1239307	Sodalis praecaptivus	0.000143625
1236179	Janthinobacterium sp. B9-8	0.000143625
1234841	Mucilaginibacter sp. BJC16-A31	0.000143625
1215031	Bacillus thermocopriae	0.000143625
1211326	Spirosoma aerolatum	0.000143625
120962	Roseiflexus castenholzii	0.000143625
1207504	Burkholderia pseudomultivorans	0.000143625
1207075	Pseudomonas sp. UW4	0.000143625
1182571	Deinococcus swuensis	0.000143625
1178516	Spirosoma montaniterrae	0.000143625
1177712	Komagataeibacter medellinensis	0.000143625
1173027	Microcoleus sp. PCC 7113	0.000143625
1173026	Gloeocapsa sp. PCC 7428	0.000143625
1173025	Geitlerinema sp. PCC 7407	0.000143625
1164	Trichormus azollae	0.000143625
1149133	Pseudomonas furukawaii	0.000143625
1147	Synechocystis sp. PCC 6714	0.000143625
1141883	Massilia putida	0.000143625
1124597	Magnetococcus marinus	0.000143625
111781	Leptolyngbya sp. PCC 7376	0.000143625
111501	Muricauda ruestringensis	0.000143625
1111069	Thermus sp. CCB_US3_UF1	0.000143625
1109743	Streptomyces sp. SCSIO 03032	0.000143625
1096856	Pseudonocardia sp. EC080619-01	0.000143625
109232	Rickettsia monacensis	0.000143625
1082851	Comamonas serinivorans	0.000143625
1080068	Leptolyngbya sp. O-77	0.000143625
107709	Opitutus terrae	0.000143625
1076596	Acetobacter persici	0.000143625
1042156	Clostridium sp. SY8519	0.000143625
1031542	Campylobacter volucris	0.000143625
1028989	Pseudomonas sp. StFLB209	0.000143625
1014	Weeksella virosa	0.000143625
1010	Sphingobacterium mizutaii	0.000143625
1008	Saprospira grandis	0.000143625
